<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2026.07.16	04:47:00	4042.23	4042.88	4041.29	4042.22	489	0	29
2026.07.16	04:48:00	4042.21	4043.80	4042.17	4043.54	466	0	29
2026.07.16	04:49:00	4043.54	4043.67	4040.89	4041.22	478	0	30
2026.07.16	04:50:00	4041.20	4041.23	4039.25	4040.20	498	0	28
2026.07.16	04:51:00	4040.19	4041.11	4039.38	4039.51	442	0	27
2026.07.16	04:52:00	4039.55	4040.19	4038.61	4039.23	481	0	27
2026.07.16	04:53:00	4039.19	4039.35	4037.15	4038.93	462	0	28
2026.07.16	04:54:00	4038.91	4040.20	4037.94	4038.73	401	0	27
2026.07.16	04:55:00	4038.76	4040.06	4038.63	4040.00	420	0	28
2026.07.16	04:56:00	4039.98	4040.89	4039.79	4040.68	452	0	30
2026.07.16	04:57:00	4040.69	4040.92	4038.97	4039.29	393	0	27
2026.07.16	04:58:00	4039.30	4039.63	4038.36	4039.22	416	0	31
2026.07.16	04:59:00	4039.21	4039.24	4038.22	4039.02	393	0	27
2026.07.16	05:00:00	4039.02	4039.59	4038.17	4039.54	465	0	30
2026.07.16	05:01:00	4039.55	4040.11	4038.50	4039.12	430	0	30
2026.07.16	05:02:00	4039.13	4039.68	4036.60	4037.15	445	0	28
2026.07.16	05:03:00	4037.16	4037.71	4036.37	4036.67	421	0	29
2026.07.16	05:04:00	4036.68	4037.61	4036.03	4036.03	376	0	30
2026.07.16	05:05:00	4036.02	4036.65	4033.77	4034.63	379	0	27
2026.07.16	05:06:00	4034.64	4035.15	4033.55	4034.93	407	0	30
2026.07.16	05:07:00	4034.88	4035.61	4033.73	4034.32	374	0	27
2026.07.16	05:08:00	4034.33	4036.34	4034.29	4035.84	454	0	29
2026.07.16	05:09:00	4035.85	4036.06	4032.61	4032.98	436	0	26
2026.07.16	05:10:00	4032.97	4034.39	4032.61	4034.20	384	0	29
2026.07.16	05:11:00	4034.17	4034.22	4032.00	4033.34	287	0	24
2026.07.16	05:12:00	4033.42	4035.32	4033.24	4033.25	418	0	28
2026.07.16	05:13:00	4033.29	4033.30	4031.74	4031.76	304	0	27
2026.07.16	05:14:00	4031.77	4032.54	4031.25	4032.54	410	0	28
2026.07.16	05:15:00	4032.48	4032.76	4031.16	4031.31	297	0	27
2026.07.16	05:16:00	4031.30	4031.48	4028.79	4029.97	298	0	27
2026.07.16	05:17:00	4029.94	4032.02	4029.58	4031.93	312	0	28
2026.07.16	05:18:00	4031.95	4033.15	4031.91	4032.16	301	0	27
2026.07.16	05:19:00	4032.15	4033.13	4032.11	4033.10	280	0	27
2026.07.16	05:20:00	4032.99	4033.04	4031.51	4032.46	375	0	27
2026.07.16	05:21:00	4032.49	4033.43	4032.01	4033.17	364	0	27
2026.07.16	05:22:00	4033.19	4034.82	4033.01	4034.57	414	0	29
2026.07.16	05:23:00	4034.52	4034.54	4033.73	4033.99	302	0	26
2026.07.16	05:24:00	4033.97	4034.27	4032.83	4033.06	313	0	28
2026.07.16	05:25:00	4032.99	4033.35	4032.14	4032.97	355	0	27
2026.07.16	05:26:00	4032.98	4033.23	4032.08	4032.13	315	0	30
2026.07.16	05:27:00	4032.15	4033.28	4032.07	4033.06	366	0	29
2026.07.16	05:28:00	4033.05	4033.66	4032.41	4033.54	297	0	30
2026.07.16	05:29:00	4033.55	4034.78	4033.47	4034.46	311	0	28
2026.07.16	05:30:00	4034.39	4035.76	4033.27	4034.53	464	0	26
2026.07.16	05:31:00	4034.54	4034.54	4031.29	4031.64	441	0	30
2026.07.16	05:32:00	4031.61	4032.24	4030.11	4030.84	444	0	27
2026.07.16	05:33:00	4030.84	4032.41	4030.48	4030.96	439	0	27
2026.07.16	05:34:00	4030.97	4031.94	4030.71	4031.68	401	0	30
2026.07.16	05:35:00	4031.66	4032.54	4031.66	4032.51	440	0	28
2026.07.16	05:36:00	4032.50	4033.07	4031.27	4031.34	396	0	26
2026.07.16	05:37:00	4031.31	4032.11	4030.29	4030.38	385	0	31
2026.07.16	05:38:00	4030.33	4030.52	4027.99	4028.20	468	0	27
2026.07.16	05:39:00	4028.17	4028.21	4025.99	4027.30	377	0	26
2026.07.16	05:40:00	4027.29	4027.93	4026.12	4026.43	433	0	27
2026.07.16	05:41:00	4026.52	4026.82	4024.04	4025.42	415	0	29
2026.07.16	05:42:00	4025.40	4027.06	4024.82	4025.58	431	0	29
2026.07.16	05:43:00	4025.56	4027.53	4024.85	4027.53	412	0	27
2026.07.16	05:44:00	4027.51	4028.35	4026.85	4027.66	344	0	27
2026.07.16	05:45:00	4027.62	4029.34	4027.36	4029.26	434	0	27
2026.07.16	05:46:00	4029.24	4029.51	4028.75	4029.27	393	0	30
2026.07.16	05:47:00	4029.25	4029.57	4028.29	4028.51	293	0	28
2026.07.16	05:48:00	4028.54	4029.50	4027.99	4029.24	413	0	30
2026.07.16	05:49:00	4029.25	4030.06	4028.52	4029.28	425	0	30
2026.07.16	05:50:00	4029.31	4029.53	4027.52	4028.13	430	0	28
2026.07.16	05:51:00	4028.11	4028.80	4025.62	4025.62	408	0	26
2026.07.16	05:52:00	4025.63	4026.60	4024.69	4026.43	462	0	27
2026.07.16	05:53:00	4026.48	4029.29	4026.37	4029.08	435	0	29
2026.07.16	05:54:00	4029.03	4029.74	4028.31	4029.36	380	0	29
2026.07.16	05:55:00	4029.38	4030.15	4028.67	4030.15	380	0	31
2026.07.16	05:56:00	4030.13	4031.85	4030.03	4031.63	323	0	28
2026.07.16	05:57:00	4031.60	4031.92	4031.08	4031.91	315	0	28
2026.07.16	05:58:00	4031.92	4032.45	4031.51	4032.30	336	0	27
2026.07.16	05:59:00	4032.29	4032.59	4031.41	4031.42	358	0	31
2026.07.16	06:00:00	4031.32	4031.87	4030.67	4031.68	398	0	27
2026.07.16	06:01:00	4031.69	4031.90	4030.15	4031.08	348	0	29
2026.07.16	06:02:00	4031.08	4031.68	4030.59	4031.56	390	0	29
2026.07.16	06:03:00	4031.58	4032.06	4030.69	4030.83	338	0	29
2026.07.16	06:04:00	4030.78	4031.65	4030.41	4030.53	323	0	29
2026.07.16	06:05:00	4030.54	4032.48	4030.21	4032.48	298	0	27
2026.07.16	06:06:00	4032.59	4032.98	4031.32	4031.38	451	0	27
2026.07.16	06:07:00	4031.40	4031.70	4030.67	4031.41	270	0	27
2026.07.16	06:08:00	4031.37	4032.33	4030.99	4031.92	305	0	27
2026.07.16	06:09:00	4031.93	4032.69	4031.57	4032.69	300	0	30
2026.07.16	06:10:00	4032.69	4033.09	4030.97	4031.08	424	0	28
2026.07.16	06:11:00	4031.06	4031.70	4029.54	4030.34	464	0	31
2026.07.16	06:12:00	4030.33	4030.94	4030.07	4030.67	362	0	29
2026.07.16	06:13:00	4030.68	4031.56	4030.57	4031.27	302	0	28
2026.07.16	06:14:00	4031.29	4031.29	4029.17	4029.68	386	0	27
2026.07.16	06:15:00	4029.69	4031.47	4029.54	4031.08	341	0	29
2026.07.16	06:16:00	4030.93	4031.44	4030.32	4030.51	350	0	27
2026.07.16	06:17:00	4030.49	4030.49	4029.50	4029.84	356	0	29
2026.07.16	06:18:00	4029.85	4030.57	4029.46	4030.53	357	0	30
2026.07.16	06:19:00	4030.40	4030.74	4029.04	4029.91	379	0	28
2026.07.16	06:20:00	4029.92	4030.64	4029.00	4029.02	321	0	26
2026.07.16	06:21:00	4029.03	4029.22	4027.60	4029.00	340	0	29
2026.07.16	06:22:00	4029.01	4029.74	4028.75	4029.43	367	0	29
2026.07.16	06:23:00	4029.47	4029.86	4028.17	4029.29	365	0	29
2026.07.16	06:24:00	4029.22	4029.49	4028.64	4029.06	385	0	27
2026.07.16	06:25:00	4029.07	4030.61	4028.80	4030.42	402	0	29
2026.07.16	06:26:00	4030.52	4032.56	4030.52	4032.56	306	0	28
2026.07.16	06:27:00	4032.55	4033.76	4032.24	4033.30	368	0	27
2026.07.16	06:28:00	4033.20	4033.94	4033.04	4033.67	352	0	27
2026.07.16	06:29:00	4033.64	4033.97	4032.99	4033.91	300	0	28
2026.07.16	06:30:00	4033.83	4033.98	4032.84	4033.77	399	0	29
2026.07.16	06:31:00	4033.73	4034.05	4032.58	4032.73	384	0	29
2026.07.16	06:32:00	4032.74	4033.64	4032.25	4033.19	346	0	30
2026.07.16	06:33:00	4033.16	4033.88	4032.92	4033.53	220	0	27
2026.07.16	06:34:00	4033.69	4034.47	4033.38	4033.91	277	0	27
2026.07.16	06:35:00	4033.92	4034.94	4033.77	4034.14	345	0	27
2026.07.16	06:36:00	4034.13	4034.13	4033.02	4033.70	303	0	26
2026.07.16	06:37:00	4033.69	4034.14	4033.49	4034.14	232	0	27
2026.07.16	06:38:00	4034.15	4034.17	4033.67	4033.80	246	0	29
2026.07.16	06:39:00	4033.76	4034.08	4033.23	4033.23	298	0	30
2026.07.16	06:40:00	4033.25	4034.85	4033.25	4033.81	322	0	30
2026.07.16	06:41:00	4033.80	4034.52	4033.78	4034.29	262	0	29
2026.07.16	06:42:00	4034.30	4035.49	4034.09	4035.18	244	0	27
2026.07.16	06:43:00	4035.19	4036.04	4035.05	4035.11	221	0	26
2026.07.16	06:44:00	4035.08	4036.21	4034.97	4035.36	249	0	27
2026.07.16	06:45:00	4035.33	4035.51	4034.02	4034.31	299	0	27
2026.07.16	06:46:00	4034.32	4034.77	4034.17	4034.60	219	0	29
2026.07.16	06:47:00	4034.61	4035.17	4034.61	4034.74	200	0	30
2026.07.16	06:48:00	4034.75	4034.95	4034.43	4034.71	192	0	30
2026.07.16	06:49:00	4034.72	4034.89	4034.55	4034.74	196	0	29
2026.07.16	06:50:00	4034.76	4036.37	4034.74	4036.37	239	0	29
2026.07.16	06:51:00	4036.39	4036.65	4034.90	4035.02	265	0	28
2026.07.16	06:52:00	4034.98	4035.40	4034.64	4034.77	244	0	30
2026.07.16	06:53:00	4034.80	4035.19	4034.50	4035.19	222	0	30
2026.07.16	06:54:00	4035.22	4036.12	4035.10	4035.64	253	0	29
2026.07.16	06:55:00	4035.63	4036.08	4035.16	4035.79	203	0	28
2026.07.16	06:56:00	4035.91	4036.15	4035.59	4036.13	265	0	30
2026.07.16	06:57:00	4036.14	4036.77	4035.99	4036.50	226	0	28
2026.07.16	06:58:00	4036.49	4036.49	4035.49	4035.77	237	0	27
2026.07.16	06:59:00	4035.78	4036.42	4035.70	4036.18	272	0	28
2026.07.16	07:00:00	4036.17	4036.57	4035.16	4035.72	338	0	27
2026.07.16	07:01:00	4035.73	4035.98	4034.70	4034.98	254	0	29
2026.07.16	07:02:00	4034.97	4035.31	4034.75	4034.75	167	0	29
2026.07.16	07:03:00	4034.73	4035.65	4034.63	4034.77	155	0	27
2026.07.16	07:04:00	4034.72	4034.91	4033.58	4033.83	173	0	27
2026.07.16	07:05:00	4033.79	4034.17	4033.49	4033.99	205	0	29
2026.07.16	07:06:00	4034.00	4034.06	4032.91	4033.11	283	0	30
2026.07.16	07:07:00	4033.19	4033.54	4032.84	4033.35	107	0	27
2026.07.16	07:08:00	4033.34	4033.34	4032.57	4033.05	134	0	27
2026.07.16	07:09:00	4033.08	4033.08	4031.86	4031.99	151	0	24
2026.07.16	07:10:00	4032.03	4034.26	4031.89	4034.14	239	0	27
2026.07.16	07:11:00	4034.16	4035.56	4034.14	4035.02	301	0	27
2026.07.16	07:12:00	4034.84	4035.40	4034.50	4035.05	279	0	29
2026.07.16	07:13:00	4035.03	4035.92	4035.00	4035.61	216	0	26
2026.07.16	07:14:00	4035.62	4037.83	4035.62	4036.86	288	0	28
2026.07.16	07:15:00	4036.82	4036.87	4035.28	4035.28	164	0	26
2026.07.16	07:16:00	4035.29	4035.58	4034.89	4034.94	219	0	30
2026.07.16	07:17:00	4034.98	4035.11	4033.45	4033.62	241	0	27
2026.07.16	07:18:00	4033.61	4033.87	4033.54	4033.70	103	0	30
2026.07.16	07:19:00	4033.72	4033.72	4032.65	4033.18	182	0	30
2026.07.16	07:20:00	4033.17	4035.06	4033.11	4035.03	232	0	29
2026.07.16	07:21:00	4035.02	4035.21	4034.66	4035.10	192	0	30
2026.07.16	07:22:00	4035.18	4035.19	4034.10	4034.40	165	0	26
2026.07.16	07:23:00	4034.41	4034.64	4034.24	4034.37	208	0	30
2026.07.16	07:24:00	4034.36	4035.22	4032.75	4033.36	236	0	28
2026.07.16	07:25:00	4033.38	4033.84	4032.71	4033.76	174	0	26
2026.07.16	07:26:00	4033.76	4033.90	4033.02	4033.59	275	0	30
2026.07.16	07:27:00	4033.56	4033.60	4033.03	4033.12	189	0	30
2026.07.16	07:28:00	4033.11	4033.44	4031.83	4032.36	235	0	27
2026.07.16	07:29:00	4032.37	4033.86	4032.36	4033.79	295	0	29
2026.07.16	07:30:00	4033.78	4034.21	4033.78	4033.97	185	0	27
2026.07.16	07:31:00	4033.92	4035.29	4033.92	4035.27	205	0	26
2026.07.16	07:32:00	4035.22	4035.23	4032.60	4032.78	246	0	24
2026.07.16	07:33:00	4032.82	4033.17	4031.90	4032.67	191	0	24
2026.07.16	07:34:00	4032.65	4033.01	4032.42	4032.94	82	0	27
2026.07.16	07:35:00	4032.91	4033.40	4032.77	4033.13	64	0	29
2026.07.16	07:36:00	4033.12	4033.30	4032.47	4032.57	214	0	31
2026.07.16	07:37:00	4032.59	4033.90	4032.44	4033.56	195	0	26
2026.07.16	07:38:00	4033.57	4033.91	4033.03	4033.53	178	0	28
2026.07.16	07:39:00	4033.55	4033.69	4033.17	4033.43	172	0	30
2026.07.16	07:40:00	4033.33	4033.67	4033.05	4033.46	180	0	27
2026.07.16	07:41:00	4033.42	4034.23	4032.64	4033.93	243	0	27
2026.07.16	07:42:00	4033.91	4033.91	4033.03	4033.24	234	0	26
2026.07.16	07:43:00	4033.23	4033.64	4032.94	4033.14	152	0	27
2026.07.16	07:44:00	4033.15	4033.18	4032.47	4032.57	190	0	30
2026.07.16	07:45:00	4032.54	4034.20	4032.22	4034.20	233	0	28
2026.07.16	07:46:00	4034.17	4035.07	4034.16	4034.88	195	0	24
2026.07.16	07:47:00	4034.89	4035.14	4034.31	4034.32	195	0	29
2026.07.16	07:48:00	4034.33	4035.04	4034.14	4034.99	176	0	26
2026.07.16	07:49:00	4034.97	4035.25	4034.36	4034.43	203	0	29
2026.07.16	07:50:00	4034.43	4034.78	4034.12	4034.74	236	0	27
2026.07.16	07:51:00	4034.73	4034.87	4034.22	4034.33	157	0	28
2026.07.16	07:52:00	4034.39	4034.82	4034.15	4034.73	191	0	29
2026.07.16	07:53:00	4034.74	4034.98	4034.21	4034.61	132	0	27
2026.07.16	07:54:00	4034.62	4035.11	4034.26	4034.88	155	0	28
2026.07.16	07:55:00	4034.87	4034.87	4034.28	4034.60	213	0	29
2026.07.16	07:56:00	4034.63	4034.81	4034.19	4034.71	177	0	28
2026.07.16	07:57:00	4034.71	4034.71	4033.60	4033.68	189	0	26
2026.07.16	07:58:00	4033.70	4034.42	4033.48	4033.89	209	0	26
2026.07.16	07:59:00	4033.87	4034.02	4033.06	4033.07	187	0	29
2026.07.16	08:00:00	4033.08	4033.99	4032.75	4033.59	311	0	28
2026.07.16	08:01:00	4033.58	4033.93	4031.84	4031.95	262	0	29
2026.07.16	08:02:00	4031.94	4031.94	4030.90	4031.06	203	0	26
2026.07.16	08:03:00	4031.12	4032.06	4030.84	4032.02	241	0	29
2026.07.16	08:04:00	4032.01	4032.32	4031.69	4031.84	297	0	30
2026.07.16	08:05:00	4031.80	4032.49	4030.51	4031.65	313	0	29
2026.07.16	08:06:00	4031.71	4031.76	4030.93	4031.32	243	0	31
2026.07.16	08:07:00	4031.36	4031.59	4030.54	4031.12	256	0	30
2026.07.16	08:08:00	4031.09	4031.80	4030.96	4031.42	154	0	28
2026.07.16	08:09:00	4031.44	4031.79	4031.33	4031.33	158	0	27
2026.07.16	08:10:00	4031.33	4031.33	4029.37	4029.63	264	0	28
2026.07.16	08:11:00	4029.87	4030.27	4029.29	4030.03	253	0	30
2026.07.16	08:12:00	4030.06	4030.36	4029.72	4030.10	253	0	30
2026.07.16	08:13:00	4030.13	4030.35	4029.80	4029.96	169	0	29
2026.07.16	08:14:00	4029.98	4030.77	4029.57	4030.77	266	0	26
2026.07.16	08:15:00	4030.79	4032.93	4030.79	4031.92	363	0	26
2026.07.16	08:16:00	4031.99	4032.03	4030.85	4030.85	289	0	29
2026.07.16	08:17:00	4030.72	4030.91	4029.68	4030.00	178	0	29
2026.07.16	08:18:00	4030.04	4030.52	4029.26	4030.14	138	0	26
2026.07.16	08:19:00	4030.22	4030.76	4028.62	4029.28	162	0	26
2026.07.16	08:20:00	4029.18	4029.42	4027.85	4028.37	272	0	24
2026.07.16	08:21:00	4028.36	4029.25	4027.04	4027.69	193	0	28
2026.07.16	08:22:00	4027.68	4028.82	4027.41	4028.57	247	0	24
2026.07.16	08:23:00	4028.55	4029.22	4027.80	4028.97	278	0	28
2026.07.16	08:24:00	4028.98	4029.25	4026.97	4027.09	247	0	27
2026.07.16	08:25:00	4027.01	4028.36	4026.92	4028.13	244	0	29
2026.07.16	08:26:00	4028.15	4028.86	4028.11	4028.37	219	0	29
2026.07.16	08:27:00	4028.38	4029.34	4028.19	4028.26	224	0	29
2026.07.16	08:28:00	4028.17	4028.54	4026.82	4027.25	237	0	29
2026.07.16	08:29:00	4027.23	4027.85	4026.68	4027.71	294	0	28
2026.07.16	08:30:00	4027.72	4029.44	4025.23	4027.31	499	0	26
2026.07.16	08:31:00	4027.58	4029.20	4026.95	4027.44	396	0	29
2026.07.16	08:32:00	4027.45	4031.79	4027.36	4031.07	400	0	27
2026.07.16	08:33:00	4031.01	4031.01	4028.15	4030.44	372	0	27
2026.07.16	08:34:00	4030.43	4030.49	4028.34	4030.15	373	0	28
2026.07.16	08:35:00	4030.14	4030.14	4027.69	4028.65	349	0	26
2026.07.16	08:36:00	4028.47	4030.83	4027.57	4030.83	408	0	27
2026.07.16	08:37:00	4030.77	4030.96	4029.32	4029.35	431	0	28
2026.07.16	08:38:00	4029.36	4029.41	4027.38	4028.18	421	0	28
2026.07.16	08:39:00	4028.17	4029.82	4028.04	4029.57	413	0	28
2026.07.16	08:40:00	4029.51	4029.55	4026.66	4027.78	410	0	27
2026.07.16	08:41:00	4027.73	4029.05	4027.32	4028.89	317	0	27
2026.07.16	08:42:00	4028.94	4030.04	4028.33	4029.02	385	0	26
2026.07.16	08:43:00	4028.92	4030.28	4028.10	4030.20	367	0	26
2026.07.16	08:44:00	4030.25	4033.03	4030.25	4032.37	409	0	26
2026.07.16	08:45:00	4032.38	4032.89	4030.83	4031.07	405	0	26
2026.07.16	08:46:00	4031.04	4031.06	4028.31	4029.96	368	0	27
2026.07.16	08:47:00	4029.80	4030.72	4029.01	4030.08	342	0	30
2026.07.16	08:48:00	4030.07	4030.12	4028.85	4028.85	356	0	28
2026.07.16	08:49:00	4028.88	4029.37	4027.21	4027.59	376	0	27
2026.07.16	08:50:00	4027.53	4029.06	4027.48	4028.50	398	0	27
2026.07.16	08:51:00	4028.48	4030.61	4028.02	4029.03	356	0	24
2026.07.16	08:52:00	4029.05	4029.56	4027.23	4027.90	359	0	26
2026.07.16	08:53:00	4027.89	4028.35	4025.43	4026.03	415	0	26
2026.07.16	08:54:00	4025.81	4027.26	4025.81	4026.86	392	0	29
2026.07.16	08:55:00	4026.87	4028.80	4026.82	4028.77	347	0	26
2026.07.16	08:56:00	4028.75	4029.11	4027.55	4027.77	427	0	28
2026.07.16	08:57:00	4027.74	4029.09	4027.64	4028.34	410	0	29
2026.07.16	08:58:00	4028.36	4028.36	4026.79	4028.19	342	0	27
2026.07.16	08:59:00	4028.31	4028.53	4027.06	4027.16	346	0	28
2026.07.16	09:00:00	4027.25	4031.24	4027.00	4029.86	418	0	24
2026.07.16	09:01:00	4029.84	4031.38	4029.70	4030.73	342	0	27
2026.07.16	09:02:00	4030.73	4032.83	4030.38	4032.44	451	0	26
2026.07.16	09:03:00	4032.42	4032.86	4030.99	4032.36	452	0	27
2026.07.16	09:04:00	4032.41	4032.97	4031.13	4031.13	384	0	26
2026.07.16	09:05:00	4031.30	4035.69	4031.18	4035.62	411	0	26
2026.07.16	09:06:00	4035.54	4035.82	4034.50	4034.88	316	0	26
2026.07.16	09:07:00	4034.89	4035.88	4034.52	4035.68	346	0	26
2026.07.16	09:08:00	4035.69	4036.44	4033.74	4035.66	387	0	24
2026.07.16	09:09:00	4035.60	4035.87	4034.69	4034.86	478	0	26
2026.07.16	09:10:00	4034.85	4035.00	4032.95	4033.84	293	0	28
2026.07.16	09:11:00	4033.74	4033.74	4031.98	4032.77	437	0	26
2026.07.16	09:12:00	4032.91	4032.95	4030.81	4030.98	353	0	27
2026.07.16	09:13:00	4030.99	4032.78	4030.97	4031.78	438	0	28
2026.07.16	09:14:00	4031.73	4032.18	4031.25	4032.12	404	0	30
2026.07.16	09:15:00	4032.11	4032.84	4031.70	4031.94	335	0	26
2026.07.16	09:16:00	4031.93	4032.45	4029.31	4029.56	398	0	28
2026.07.16	09:17:00	4029.55	4030.60	4028.99	4029.97	366	0	27
2026.07.16	09:18:00	4029.93	4030.04	4028.42	4028.99	376	0	29
2026.07.16	09:19:00	4028.98	4029.40	4028.00	4029.33	329	0	29
2026.07.16	09:20:00	4029.41	4030.02	4028.48	4029.69	351	0	27
2026.07.16	09:21:00	4029.71	4030.11	4028.94	4029.57	355	0	30
2026.07.16	09:22:00	4029.70	4030.46	4029.06	4029.06	270	0	28
2026.07.16	09:23:00	4029.05	4029.76	4027.85	4029.20	325	0	26
2026.07.16	09:24:00	4029.22	4031.67	4028.68	4031.47	302	0	26
2026.07.16	09:25:00	4031.48	4031.92	4030.69	4031.48	370	0	28
2026.07.16	09:26:00	4031.47	4031.71	4030.69	4030.92	347	0	28
2026.07.16	09:27:00	4030.93	4031.91	4030.74	4031.38	293	0	27
2026.07.16	09:28:00	4031.35	4031.83	4031.07	4031.28	261	0	27
2026.07.16	09:29:00	4031.27	4031.92	4030.28	4030.37	314	0	24
2026.07.16	09:30:00	4030.32	4030.52	4029.25	4029.52	408	0	26
2026.07.16	09:31:00	4029.50	4030.45	4029.17	4029.95	285	0	26
2026.07.16	09:32:00	4029.94	4030.66	4029.73	4030.21	330	0	27
2026.07.16	09:33:00	4030.22	4030.22	4028.74	4029.94	329	0	29
2026.07.16	09:34:00	4029.93	4029.95	4026.64	4026.75	376	0	27
2026.07.16	09:35:00	4026.76	4026.76	4023.62	4026.31	430	0	28
2026.07.16	09:36:00	4026.28	4026.28	4023.60	4023.99	423	0	26
2026.07.16	09:37:00	4024.01	4024.32	4023.06	4023.53	414	0	28
2026.07.16	09:38:00	4023.59	4024.55	4022.89	4024.46	444	0	29
2026.07.16	09:39:00	4024.46	4026.77	4023.90	4026.60	397	0	27
2026.07.16	09:40:00	4026.56	4026.98	4025.96	4025.96	231	0	26
2026.07.16	09:41:00	4026.18	4026.38	4024.87	4025.48	319	0	27
2026.07.16	09:42:00	4025.47	4026.34	4025.05	4026.22	313	0	26
2026.07.16	09:43:00	4026.20	4026.42	4025.39	4026.09	339	0	28
2026.07.16	09:44:00	4026.08	4026.91	4025.08	4026.90	355	0	27
2026.07.16	09:45:00	4026.91	4027.66	4026.29	4027.48	313	0	26
2026.07.16	09:46:00	4027.46	4027.85	4026.94	4027.14	333	0	27
2026.07.16	09:47:00	4027.15	4027.97	4026.45	4027.42	299	0	26
2026.07.16	09:48:00	4027.45	4028.84	4027.01	4028.34	324	0	27
2026.07.16	09:49:00	4028.35	4028.44	4027.75	4028.22	266	0	27
2026.07.16	09:50:00	4028.24	4028.67	4027.77	4028.50	306	0	26
2026.07.16	09:51:00	4028.56	4028.82	4028.14	4028.74	206	0	26
2026.07.16	09:52:00	4028.75	4029.36	4028.33	4029.36	269	0	24
2026.07.16	09:53:00	4029.57	4030.03	4029.12	4029.40	186	0	24
2026.07.16	09:54:00	4029.39	4030.08	4029.33	4030.06	282	0	27
2026.07.16	09:55:00	4030.09	4031.10	4030.09	4030.37	299	0	26
2026.07.16	09:56:00	4030.43	4031.18	4030.21	4031.10	378	0	26
2026.07.16	09:57:00	4031.08	4031.46	4030.51	4030.88	284	0	26
2026.07.16	09:58:00	4030.89	4031.40	4030.38	4030.39	304	0	27
2026.07.16	09:59:00	4030.41	4031.14	4030.30	4030.54	404	0	26
2026.07.16	10:00:00	4030.51	4030.76	4028.33	4028.34	461	0	26
2026.07.16	10:01:00	4028.32	4028.71	4027.32	4027.85	404	0	27
2026.07.16	10:02:00	4027.79	4029.65	4027.63	4029.65	429	0	26
2026.07.16	10:03:00	4029.61	4029.64	4028.16	4028.56	322	0	27
2026.07.16	10:04:00	4028.57	4029.37	4028.14	4029.20	356	0	24
2026.07.16	10:05:00	4029.26	4029.26	4028.04	4029.13	397	0	26
2026.07.16	10:06:00	4029.09	4029.21	4027.89	4028.25	357	0	27
2026.07.16	10:07:00	4028.24	4029.03	4027.92	4028.65	307	0	27
2026.07.16	10:08:00	4028.69	4029.78	4028.19	4028.21	256	0	27
2026.07.16	10:09:00	4028.23	4029.61	4028.21	4029.32	272	0	27
2026.07.16	10:10:00	4029.31	4029.72	4029.09	4029.10	216	0	26
2026.07.16	10:11:00	4029.12	4029.17	4027.74	4029.04	277	0	26
2026.07.16	10:12:00	4029.02	4029.11	4028.02	4028.47	232	0	28
2026.07.16	10:13:00	4028.44	4028.54	4026.69	4027.06	324	0	26
2026.07.16	10:14:00	4027.05	4027.75	4025.62	4026.22	264	0	24
2026.07.16	10:15:00	4026.21	4026.43	4024.93	4024.96	337	0	27
2026.07.16	10:16:00	4024.94	4024.99	4023.94	4024.17	335	0	26
2026.07.16	10:17:00	4024.09	4025.31	4024.08	4024.44	319	0	26
2026.07.16	10:18:00	4024.43	4024.90	4023.85	4024.14	366	0	26
2026.07.16	10:19:00	4023.99	4025.28	4023.65	4024.65	396	0	26
2026.07.16	10:20:00	4024.61	4026.84	4024.56	4026.18	390	0	27
2026.07.16	10:21:00	4026.16	4026.83	4025.40	4026.05	330	0	24
2026.07.16	10:22:00	4025.99	4026.20	4025.07	4025.64	339	0	27
2026.07.16	10:23:00	4025.51	4026.17	4024.80	4024.89	267	0	27
2026.07.16	10:24:00	4024.94	4025.82	4024.47	4025.16	316	0	26
2026.07.16	10:25:00	4025.17	4025.47	4024.48	4024.51	357	0	26
2026.07.16	10:26:00	4024.48	4025.01	4024.12	4024.36	348	0	27
2026.07.16	10:27:00	4024.33	4026.67	4024.13	4026.42	301	0	26
2026.07.16	10:28:00	4026.43	4026.43	4024.96	4025.16	343	0	27
2026.07.16	10:29:00	4025.18	4025.50	4023.98	4024.39	255	0	24
2026.07.16	10:30:00	4024.38	4025.19	4023.45	4023.56	325	0	26
2026.07.16	10:31:00	4023.42	4025.00	4022.93	4025.00	371	0	26
2026.07.16	10:32:00	4024.87	4025.32	4023.75	4024.74	243	0	26
2026.07.16	10:33:00	4024.72	4025.10	4023.75	4023.95	157	0	26
2026.07.16	10:34:00	4023.79	4024.34	4023.28	4024.05	288	0	26
2026.07.16	10:35:00	4023.99	4024.35	4023.38	4023.74	272	0	27
2026.07.16	10:36:00	4023.73	4024.43	4023.31	4023.61	306	0	26
2026.07.16	10:37:00	4023.59	4025.28	4023.53	4025.21	216	0	26
2026.07.16	10:38:00	4025.41	4025.65	4024.73	4025.34	252	0	26
2026.07.16	10:39:00	4025.32	4025.41	4024.59	4025.20	302	0	27
2026.07.16	10:40:00	4025.62	4027.86	4025.20	4027.56	379	0	26
2026.07.16	10:41:00	4027.51	4028.30	4026.99	4026.99	205	0	26
2026.07.16	10:42:00	4026.95	4027.29	4026.62	4027.04	295	0	26
2026.07.16	10:43:00	4027.05	4027.13	4026.44	4026.62	255	0	26
